NVIC_id,SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
NVIC0072,CO[C@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C)[C@@H](C(=O)O)C	,Safe,0.486,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.989,Toxic  (High Confidence),-2.63,None,Safe,0.053,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.25,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),-1.69,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.485,Safe  (Low Confidence),Toxic,0.927,Toxic  (High Confidence),5.83,None,Toxic,0.823,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.478,Safe  (Low Confidence),Safe,0.053,Safe  (High Confidence),Safe,0.44,Safe  (Low Confidence),-87175.02,PIGC50% > -0.5 log ug/L: toxic,3.72,None,2.04,None,120.3,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.058,Safe  (High Confidence),Safe,0.426,Safe  (Low Confidence),Safe,0.006,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.778,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence)
NVIC0073,CCn1cc(C(=O)NCc2ccc(cc2)Cl)c(=O)c2c1cc(cc2)C(F)(F)F	,Safe,0.008,Safe  (High Confidence),Safe,0.113,Safe  (High Confidence),Safe,0.324,Safe  (Medium Confidence),1.45,None,Safe,0.002,Safe  (High Confidence),Safe,0.209,Safe  (Medium Confidence),Toxic,0.965,Toxic  (High Confidence),Safe,0.452,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),0.55,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.906,Toxic  (High Confidence),Toxic,0.947,Toxic  (High Confidence),5.64,None,Toxic,0.99,Toxic  (High Confidence),Safe,0.332,Safe  (Medium Confidence),Safe,0.058,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.277,Safe  (Medium Confidence),Safe,0.064,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.266,Safe  (Medium Confidence),Safe,0.053,Safe  (High Confidence),Toxic,0.677,Toxic  (Medium Confidence),-4.34,PIGC50% > -0.5 log ug/L: toxic,2.51,None,1.28,None,5.08,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.967,Toxic  (High Confidence),Safe,0.455,Safe  (Low Confidence),Safe,0.329,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.045,Safe  (High Confidence),Toxic,0.636,Toxic  (Low Confidence),Safe,0.018,Safe  (High Confidence)
NVIC0074,NC(=O)C1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)NCc1ccc(cc1Cl)Cl	,Safe,0.001,Safe  (High Confidence),Safe,0.051,Safe  (High Confidence),Toxic,0.676,Toxic  (Medium Confidence),0.8,None,Safe,0,Safe  (High Confidence),Safe,0.062,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Safe,0.349,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),0.06,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.877,Toxic  (High Confidence),Toxic,0.993,Toxic  (High Confidence),5.68,None,Toxic,0.996,Toxic  (High Confidence),Safe,0.059,Safe  (High Confidence),Safe,0.278,Safe  (Medium Confidence),Safe,0.061,Safe  (High Confidence),Safe,0.05,Safe  (High Confidence),Safe,0.106,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.439,Safe  (Low Confidence),Safe,0.026,Safe  (High Confidence),Toxic,0.769,Toxic  (Medium Confidence),-1215.16,PIGC50% > -0.5 log ug/L: toxic,2.6,None,1.47,None,8.84,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Toxic,0.501,Toxic  (Low Confidence),Toxic,0.946,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.034,Safe  (High Confidence),Safe,0.421,Safe  (Low Confidence),Safe,0.006,Safe  (High Confidence)
NVIC0075,CCOC(=O)C1CCN(CC1)c1cc2n(CC)cc(c(=O)c2cc1F)C(=O)NCc1ccc(cc1Cl)Cl	,Safe,0,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Toxic,0.55,Toxic  (Low Confidence),1.12,None,Safe,0.001,Safe  (High Confidence),Safe,0.046,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.356,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.27,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.884,Toxic  (High Confidence),Toxic,1,Toxic  (High Confidence),5.42,None,Toxic,0.993,Toxic  (High Confidence),Safe,0.158,Safe  (High Confidence),Safe,0.158,Safe  (High Confidence),Safe,0.114,Safe  (High Confidence),Safe,0.084,Safe  (High Confidence),Safe,0.071,Safe  (High Confidence),Safe,0.174,Safe  (Medium Confidence),Toxic,0.646,Toxic  (Low Confidence),Safe,0.03,Safe  (High Confidence),Safe,0.273,Safe  (Medium Confidence),-911.84,PIGC50% > -0.5 log ug/L: toxic,2.57,None,1.39,None,7.84,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.994,Toxic  (High Confidence),Safe,0.453,Safe  (Low Confidence),Toxic,0.884,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.051,Safe  (High Confidence),Toxic,0.64,Toxic  (Low Confidence),Safe,0.016,Safe  (High Confidence)
NVIC0076,CCOC(=O)N1CCN(CC1)c1cc2n(CC)cc(c(=O)c2cc1F)C(=O)NCc1ccc(cc1Cl)Cl	,Safe,0.008,Safe  (High Confidence),Safe,0.147,Safe  (High Confidence),Toxic,0.686,Toxic  (Medium Confidence),0.68,None,Safe,0,Safe  (High Confidence),Safe,0.057,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.344,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.36,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.909,Toxic  (High Confidence),Toxic,1,Toxic  (High Confidence),4.73,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.239,Safe  (Medium Confidence),Safe,0.139,Safe  (High Confidence),Safe,0.066,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.086,Safe  (High Confidence),Safe,0.418,Safe  (Low Confidence),Toxic,0.541,Toxic  (Low Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.184,Safe  (Medium Confidence),-912.94,PIGC50% > -0.5 log ug/L: toxic,2.44,None,1.57,None,7.47,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.861,Toxic  (High Confidence),Safe,0.43,Safe  (Low Confidence),Toxic,0.963,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),Toxic,0.501,Toxic  (Low Confidence),Safe,0.349,Safe  (Low Confidence)
NVIC0077,CCOC(=O)N1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)NCc1ccc(cc1Cl)Cl	,Safe,0.003,Safe  (High Confidence),Safe,0.142,Safe  (High Confidence),Toxic,0.731,Toxic  (Medium Confidence),0.73,None,Safe,0,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Toxic,1,Toxic  (High Confidence),Safe,0.323,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.17,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.903,Toxic  (High Confidence),Toxic,1,Toxic  (High Confidence),5.12,None,Toxic,0.997,Toxic  (High Confidence),Safe,0.258,Safe  (Medium Confidence),Safe,0.196,Safe  (Medium Confidence),Safe,0.104,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.097,Safe  (High Confidence),Safe,0.189,Safe  (Medium Confidence),Toxic,0.597,Toxic  (Low Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.158,Safe  (High Confidence),-3342.73,PIGC50% > -0.5 log ug/L: toxic,2.4,None,1.82,None,14.46,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.908,Toxic  (High Confidence),Safe,0.466,Safe  (Low Confidence),Toxic,0.974,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),Toxic,0.571,Toxic  (Low Confidence),Toxic,0.584,Toxic  (Low Confidence)
NVIC0078,OC[C@H]1O[C@@]([C@@H]([C@@H]1O)O)(C#N)c1ccc2n1ncnc2N	,Toxic,0.984,Toxic  (High Confidence),Safe,0.106,Safe  (High Confidence),Toxic,0.778,Toxic  (Medium Confidence),-1.15,None,Safe,0.006,Safe  (High Confidence),Toxic,0.65,Toxic  (Low Confidence),Safe,0.181,Safe  (Medium Confidence),Safe,0.325,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.115,Safe  (High Confidence),0.61,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.785,Toxic  (Medium Confidence),Safe,0.002,Safe  (High Confidence),5.15,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.05,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.06,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.688,Toxic  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),-1.3,PIGC50% > -0.5 log ug/L: toxic,3.35,None,2.41,None,3.97,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.887,Toxic  (High Confidence),Toxic,0.662,Toxic  (Low Confidence),Safe,0.271,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.426,Safe  (Low Confidence)
NVIC0079,CCCCCCCC/C=C\CCCCCCCC(=O)O	,Safe,0.007,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.38,Safe  (Low Confidence),1.34,None,Toxic,0.932,Toxic  (High Confidence),Safe,0.209,Safe  (Medium Confidence),Toxic,0.991,Toxic  (High Confidence),Safe,0.423,Safe  (Low Confidence),Toxic,0.573,Toxic  (Low Confidence),Toxic,0.993,Toxic  (High Confidence),1.89,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.355,Safe  (Low Confidence),Safe,0.009,Safe  (High Confidence),3.28,None,Safe,0,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.056,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.064,Safe  (High Confidence),Safe,0.475,Safe  (Low Confidence),Safe,0.044,Safe  (High Confidence),4.82,PIGC50% > -0.5 log ug/L: toxic,1.4,None,2.34,None,3.92,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.931,Toxic  (High Confidence),Toxic,0.771,Toxic  (Medium Confidence),Safe,0.032,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.199,Safe  (Medium Confidence),Safe,0.04,Safe  (High Confidence),Safe,0,Safe  (High Confidence)
NVIC0080,CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)/C(=C\C)/C)C(=C2[C@H]1[C@@](C)(OC(=O)C)C[C@@H]([C@]1([C@H]2OC(=O)[C@@]1(C)O)O)OC(=O)CCC)C	,Toxic,0.992,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Toxic,0.892,Toxic  (High Confidence),-0.34,None,Safe,0.297,Safe  (Medium Confidence),Safe,0.136,Safe  (High Confidence),Toxic,0.551,Toxic  (Low Confidence),Safe,0.27,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.125,Safe  (High Confidence),1.07,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.57,Toxic  (Low Confidence),Toxic,0.986,Toxic  (High Confidence),8.11,None,Toxic,0.539,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.151,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Toxic,0.902,Toxic  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.161,Safe  (High Confidence),-24445.55,PIGC50% > -0.5 log ug/L: toxic,3.3,None,2.77,None,50.77,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0,Safe  (High Confidence),Safe,0.296,Safe  (Medium Confidence),Safe,0.005,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.085,Safe  (High Confidence),Safe,0.108,Safe  (High Confidence),Safe,0.124,Safe  (High Confidence)
NVIC0081,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1[nH]nc2c1ncnc2N	,Toxic,0.57,Toxic  (Low Confidence),Safe,0.01,Safe  (High Confidence),Safe,0.467,Safe  (Low Confidence),-1.6,None,Safe,0.05,Safe  (High Confidence),Safe,0.486,Safe  (Low Confidence),Safe,0.087,Safe  (High Confidence),Safe,0.398,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.045,Safe  (High Confidence),1.03,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.744,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),3.72,None,Toxic,0.985,Toxic  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.075,Safe  (High Confidence),Safe,0.083,Safe  (High Confidence),Safe,0.23,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),-0.68,PIGC50% > -0.5 log ug/L: toxic,3.02,None,3.22,None,2.89,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.985,Toxic  (High Confidence),Toxic,0.705,Toxic  (Medium Confidence),Safe,0.244,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.178,Safe  (Medium Confidence)
NVIC0082,C[C@H](C(C)(C)C)NC(=O)C(=O)c1ccc(cc1)C1CCCCC1	,Safe,0.062,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Toxic,0.619,Toxic  (Low Confidence),1.28,None,Safe,0.04,Safe  (High Confidence),Safe,0.115,Safe  (High Confidence),Toxic,0.954,Toxic  (High Confidence),Safe,0.312,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),0.51,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.616,Toxic  (Low Confidence),Safe,0.447,Safe  (Low Confidence),5.89,None,Safe,0.217,Safe  (Medium Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.115,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.234,Safe  (Medium Confidence),Safe,0.086,Safe  (High Confidence),Safe,0.183,Safe  (Medium Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.091,Safe  (High Confidence),2.09,PIGC50% > -0.5 log ug/L: toxic,2.04,None,2.17,None,4.31,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.041,Safe  (High Confidence),Toxic,0.509,Toxic  (Low Confidence),Safe,0.136,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.051,Safe  (High Confidence),Toxic,0.824,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence)
NVIC0083,COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OC)C	,Safe,0.01,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.251,Safe  (Medium Confidence),0.61,None,Safe,0.049,Safe  (High Confidence),Safe,0.362,Safe  (Low Confidence),Safe,0.351,Safe  (Low Confidence),Toxic,0.751,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.17,Safe  (Medium Confidence),0.18,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.726,Toxic  (Medium Confidence),Safe,0,Safe  (High Confidence),5.81,None,Toxic,0.865,Toxic  (High Confidence),Safe,0.385,Safe  (Low Confidence),Safe,0.047,Safe  (High Confidence),Safe,0.037,Safe  (High Confidence),Toxic,0.938,Toxic  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Toxic,0.842,Toxic  (High Confidence),Safe,0.029,Safe  (High Confidence),Safe,0.371,Safe  (Low Confidence),1.43,PIGC50% > -0.5 log ug/L: toxic,2.19,None,2.56,None,4.64,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Safe,0.438,Safe  (Low Confidence),Safe,0.271,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.116,Safe  (High Confidence),Toxic,0.503,Toxic  (Low Confidence),Toxic,0.611,Toxic  (Low Confidence)
NVIC0084,CC/C(=C(\c1ccc(cc1)O)/c1ccc(cc1)OCCN(C)C)/c1ccccc1	,Safe,0.003,Safe  (High Confidence),Safe,0.174,Safe  (Medium Confidence),Toxic,0.621,Toxic  (Low Confidence),2.54,None,Safe,0.003,Safe  (High Confidence),Safe,0.333,Safe  (Medium Confidence),Toxic,0.996,Toxic  (High Confidence),Safe,0.48,Safe  (Low Confidence),Safe,0,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),0.63,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.644,Toxic  (Low Confidence),Toxic,0.985,Toxic  (High Confidence),8.59,None,Toxic,0.855,Toxic  (High Confidence),Safe,0.062,Safe  (High Confidence),Safe,0.158,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Toxic,0.948,Toxic  (High Confidence),Safe,0.484,Safe  (Low Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.329,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.831,Toxic  (Medium Confidence),-16.04,PIGC50% > -0.5 log ug/L: toxic,2.09,None,1.82,None,5.49,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1,Toxic  (High Confidence),Toxic,0.657,Toxic  (Low Confidence),Safe,0.253,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.139,Safe  (High Confidence),Toxic,0.55,Toxic  (Low Confidence),Safe,0.022,Safe  (High Confidence)
NVIC0085,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc(c1C#C)C(=O)N	,Safe,0.256,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.87,Toxic  (High Confidence),-0.99,None,Safe,0.202,Safe  (Medium Confidence),Safe,0.457,Safe  (Low Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.188,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.83,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.61,Toxic  (Low Confidence),Safe,0.002,Safe  (High Confidence),8.12,None,Toxic,1,Toxic  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.078,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.121,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.071,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.171,Safe  (Medium Confidence),-1,PIGC50% > -0.5 log ug/L: toxic,2.32,None,2.33,None,4.22,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.99,Toxic  (High Confidence),Toxic,0.588,Toxic  (Low Confidence),Safe,0.262,Safe  (Medium Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence)
